class_string	label	tags	stack_size
PrimalItemArmor_DeinotheriumSaddle_ASA_C	Deinotherium Saddle	object,blueprintable	1
PrimalItemStructure_StorageBox_Balloon_C	Delivery Crate	object,blueprintable	100
PrimalItemDye_Blue_5_Denim_C	Denim Coloring	object,dye	100
ItemStructureDepotGeneStorage_C	Depot Gene Storage	object,dino_depot,structure	10
ItemStructureDepotTerminal_C	Depot Terminal	object,dino_depot,structure	100
PrimalItemArmor_DesertClothBoots_C	Desert Cloth Boots	object,blueprintable	1
PrimalItemArmor_DesertClothGloves_C	Desert Cloth Gloves	object,blueprintable	1
PrimalItemArmor_DesertClothPants_C	Desert Cloth Pants	object,blueprintable	1
PrimalItemArmor_DesertClothShirt_C	Desert Cloth Shirt	object,blueprintable	1
PrimalItemSkin_DesertGhillie_Boots_C	Desert Ghillie Boots Skin	object,skin	1
PrimalItemSkin_DesertGhillie_Shirt_C	Desert Ghillie Chestpiece Skin	object,skin	1
PrimalItemSkin_DesertGhillie_Gloves_C	Desert Ghillie Gauntlets Skin	object,skin	1
PrimalItemSkin_DesertGhillie_Pants_C	Desert Ghillie Leggings Skin	object,skin	1
PrimalItemSkin_DesertGhillie_Helmet_C	Desert Ghillie Mask Skin	object,skin	1
PrimalItemArmor_DesertClothGogglesHelmet_C	Desert Goggles and Hat	object,blueprintable	1
PrimalItemTrophy_Kaiju_Desert_C	Desert Titan Trophy	object,resource	1
PrimalItemArmor_DesmodusSaddle_New_C	Desmodus Saddle	object,blueprintable	1
Skin_TSW_Papermask_SeaUrchin_C	Diadema Mask Skin	object,reward,skin,the_sunken_world	
PrimalItemCostume_AAA_Dilo_C	Dilo 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_Egg_Dilo_C	Dilo Egg	object,egg	100
PrimalItemConsumable_DimeM_C	Dime M	object,blueprintable	
PrimalItemCostume_AAA_Dimetrodon_C	Dimetrodon 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_Egg_Dimetrodon_C	Dimetrodon Egg	object,egg	100
PrimalItemConsumable_DimetrodonF_C	Dimetrodon F	object,blueprintable	
PrimalItemConsumable_Egg_Dimorph_C	Dimorph Egg	object,egg	100
PrimalItemCostume_AAA_Dimorphodon_C	Dimorphodon 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemSkin_DinoBunnyHat_C	Dino Bunny Ears Skin	object,blueprintable,reward,skin	1
PrimalItem_WeaponDinoColorizer_Chronos_C	Dino Colorizer	object	
ItemWeaponDigitizerRailGun_C	Dino Digitizer	object,dino_depot,weapon	1
ItemWeaponDigitizerRifle_C	Dino Digitizer (Prototype)	object,dino_depot,weapon	1
PrimalItemStructure_DinoLeash_C	Dino Leash	object,blueprintable	100
PrimalItemConsumable_DinoMurderPotion_C	Dino Murder Potion	object	100
PrimalItemSkin_WW_Underwear_DinoOrnaments_Craftable_C	Dino Ornament Swim Bottom Skin	object,event,skin	1
PrimalItemSkin_WW_SwimShirt_DinoOrnaments_Craftable_C	Dino Ornament Swim Top Skin	object,event,skin	1
PrimalItemConsumable_DinoPoopLargeBlood_C	Dino Poop Large Blood	object,resource	
PrimalItemSkin_DinoSantaHat_Craftable_C	Dino Santa Hat Skin	object,event,skin	1
PrimalItemStructure_DinoTraps_StoneTrapDouble_C	Dino Trap Double	object,blueprintable	100
PrimalItemStructure_DinoTraps_StoneTrapDouble_Gate_C	Dino Trap Double Gate	object,blueprintable	100
PrimalItemStructure_DinoTraps_StoneTrapDouble_Roof_C	Dino Trap Double Roof	object,blueprintable	100
PrimalItemStructure_DinoTraps_StoneTrapSingle_C	Dino Trap Single	object,blueprintable	100
PrimalItemStructure_DinoTraps_StoneTrapSingle_Gate_C	Dino Trap Single Gate	object,blueprintable	100
PrimalItemStructure_DinoTraps_StoneTrapSingle_Roof_C	Dino Trap Single Roof	object,blueprintable	100
PrimalItemSkin_DinoWitchHat_C	Dino Witch Hat Skin	object,blueprintable,reward,skin	1
ItemStructureDinoballDisplayCase_C	Dinoball Display	object,dino_depot,structure	10
ItemDinoballStack_C	Dinoball Stack	object,blueprintable,dino_depot	500
ItemDinoballStorageBox_C	Dinoball Storage Box	object,dino_depot,structure	100
PrimalItemResource_ARKBone_C	Dinosaur Bone	object,event,resource	200
PrimalItemConsumable_Egg_Diplo_C	Diplo Egg	object,egg	100
PrimalItemCostume_AAA_Diplocaulus_C	Diplocaulus 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemCostume_BP_DiplocaulusCharm_C	Diplocaulus Charm	object,blueprintable	1
PrimalItemCostume_AAA_Diplodocus_C	Diplodocus 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemArmor_DiplodocusSaddle_C	Diplodocus Saddle	object,blueprintable	1
PrimalItemCostume_AAA_DireBear_C	Dire Bear 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_DireBearF_C	Dire Bear F	object,blueprintable	
PrimalItemConsumable_DireBearM_C	Dire Bear M	object,blueprintable	
PrimalItemConsumable_DireWolfF_C	Dire Wolf F	object,blueprintable	
PrimalItemConsumable_DireWolfM_C	Dire Wolf M	object,blueprintable	
PrimalItemArmor_DireBearSaddle_C	Direbear Saddle	object,blueprintable	1
PrimalItemCostume_AAA_Direwolf_C	Direwolf 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemCostume_BP_DirewolfCharm_C	Direwolf Charm	object,blueprintable	1
PrimalItemCostume_GhostDirewolf_C	Direwolf Ghost Costume	object,event,skin	1
PrimalItemDye_Orange_8_Dirt_C	Dirt Coloring	object,dye	100
PrimalItemStructure_DDConditioner_C	Discovery Air Conditioner	object,blueprintable	1
PrimalItemStructure_DDConditioner_C	Discovery Air Conditioner	object,blueprintable	1
PrimalItemStructure_AmmoContainer_New_C	Discovery Ammo Box	object,blueprintable	100
PrimalItemStructure_AmmoContainer_New_C	Discovery Ammo Box	object,blueprintable	100
PrimalItemStructure_DiscoveryBed_C	Discovery Bed	object,blueprintable,tek	3
PrimalItemStructure_Discovery_BeerBarrel_C	Discovery Beer Barrel	object,blueprintable	3
PrimalItemStructure_ChemBenchDD_C	Discovery Chemistry Bench	object,blueprintable	1
PrimalItemStructure_ChemBenchDD_C	Discovery Chemistry Bench	object,blueprintable	1
PrimalItemStructure_Discovery_Cooker_C	Discovery Cooker	object,blueprintable	1
PrimalItemStructure_Discovery_Crafting_Station_C	Discovery Crafting Station	object,blueprintable	100
PrimalItemStructure_Discovery_Crafting_Station_C	Discovery Crafting Station	object,blueprintable	100
PrimalItemStructure_DinoLeash_New_C	Discovery Dino Leash	object,blueprintable	100
PrimalItemStructure_DinoLeash_New_C	Discovery Dino Leash	object,blueprintable	100
PrimalItemStructure_FabricatorDD_C	Discovery Fabricator	object,blueprintable	1
PrimalItemStructure_FabricatorDD_C	Discovery Fabricator	object,blueprintable	1
PrimalItemStructure_MetalPipeIntake_New_C	Discovery Metal Water Intake	object,blueprintable	100
PrimalItemStructure_MetalPipeIntake_New_C	Discovery Metal Water Intake	object,blueprintable	100
PrimalItemStructure_oilPump_ASA_C	Discovery Oil Pump	object,blueprintable	1
PrimalItemStructure_oilPump_ASA_C	Discovery Oil Pump	object,blueprintable	1
PrimalItemStructure_DDGenerator_C	Discovery Power Generator	object,blueprintable	100
PrimalItemStructure_DDGenerator_C	Discovery Power Generator	object,blueprintable	100
PrimalItemStructure_Discovery_SkinCrafter_C	Discovery Skin Crafter	object,blueprintable	100
PrimalItemStructure_StonePipeIntake_New_C	Discovery Stone Water Intake	object,blueprintable	100
PrimalItemStructure_StonePipeIntake_New_C	Discovery Stone Water Intake	object,blueprintable	100
PrimalItemStructure_DisplayCase_C	Display Case	object,blueprintable	100
PrimalItemWeapon_DivingKnife_C	Diving Knife	object,the_sunken_world,weapon	1
PrimalItemCostume_AAA_Dodo_SkinPack_C	Dodo 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemCostume_AAA_Dodo_C	Dodo 'ARK: The Animated Series' Costume (Dear Jane)	object,skin	1
PrimalItemConsumable_Egg_Dodo_C	Dodo Egg	object,egg	100
PrimalItemConsumable_DodoF_C	Dodo F	object,blueprintable	
PrimalItemConsumable_DodoM_C	Dodo M	object,blueprintable	
PrimalItem_DodoRexTribute_WinterWonderland_C	DodoRex Tribute (Winter Wonderland)	object,blueprint,event,tribute	
PrimalItemSkin_DodowyvernHat_C	DodoWyvern Hat	object,reward,skin	1
PrimalItemConsumable_DoedF_C	Doed F	object,blueprintable	
PrimalItemConsumable_DoedM1_C	Doed M1	object,blueprintable	
PrimalItemCostume_AAA_Doedicurus_SkinPack_C	Doedicurus 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemCostume_AAA_Doedicurus_C	Doedicurus 'ARK: The Animated Series' Costume (Dear Jane)	object,skin	1
PrimalItemArmor_DoedSaddle_C	Doedicurus Saddle	object,blueprintable	1
PrimalItemDye_Yellow_1_Drab_C	Drab Coloring	object,dye	100
PrimalItemStructure_DraconicAircon_C	Draconic Aircon	object,blueprintable	1
PrimalItemStructure_DraconicAltar_C	Draconic Altar	object,blueprintable	1
PrimalItemArmor_BloodWyvernArmor_C	Draconic Blood Wyvern Tek Armor	object	
PrimalItemStructure_DraconicCollector_C	Draconic Collector	object	100
PrimalItemArmor_BloodWyvernArmorSkeletal_C	Draconic Crystal Blood Wyvern Skeletal Armor	object	
PrimalItemArmor_EmberWyvernArmorSkeletal_C	Draconic Crystal Ember Wyvern Skeletal Saddle	object	
PrimalItemArmor_TropicalWyvernArmorSkeletal_C	Draconic Crystal Tropical Wyvern Skeletal Saddle	object	
PrimalItemArmor_EmberWyvernArmor_C	Draconic Ember Wyvern Tek Armor	object	
PrimalItemArmor_FireWyvernArmorSkeletal_C	Draconic Fire Wyvern Skeletal Saddle	object	
PrimalItemArmor_FireWyvernArmor_C	Draconic Fire Wyvern Tek Armor	object	
PrimalItemStructure_DraconicForge_C	Draconic Forge	object,blueprintable	1
PrimalItemStructure_DraconicFridge_C	Draconic Fridge	object,blueprintable	1
PrimalItemStructure_DraconicGenerator_C	Draconic Generator	object	100
PrimalItemArmor_IceWyvernArmorSkeletal_C	Draconic Ice Wyvern Skeletal Saddle	object	
PrimalItemArmor_IceWyvernArmor_C	Draconic Ice Wyvern Tek Armor	object	
PrimalItemArmor_LightningWyvernArmorSkeletal_C	Draconic Lightning Wyvern Skeletal Saddle	object	
PrimalItemArmor_LightningWyvernArmor_C	Draconic Lightning Wyvern Tek Armor	object	
PrimalItemStructure_DraconicMilker_C	Draconic Milker	object	100
PrimalItemArmor_PoisonWyvernArmorSkeletal_C	Draconic Poison Wyvern Skeletal Saddle	object	
PrimalItemArmor_PoisonWyvernArmor_C	Draconic Poison Wyvern Tek Armor	object	
PrimalItemStructure_DraconicPortal_C	Draconic Portal	object,blueprintable	20
PrimalItemConsumable_DraconicSteak_C	Draconic Steak	object,harvestable,resource	
PrimalItemArmor_TropicalWyvernArmor_C	Draconic Tropical Wyvern Tek Armor	object	
PrimalItemStructure_DraconicTurret_C	Draconic Turret	object	100
PrimalItemStructure_DraconicWorkBench_C	Draconic Work Bench	object,blueprintable	1
PrimalItemResource_DragonBone_C	Dragon Bone	object,harvestable,resource	
PrimalItem_BossTribute_Dragon_Easy_C	Dragon Easy Tribute	object,blueprint,blueprintable,tribute	1
PrimalItemStructure_Flag_Dragon_C	Dragon Flag	object,reward	100
PrimalItem_BossTribute_Dragon_Hard_C	Dragon Hard Tribute	object,blueprint,blueprintable,tribute	1
PrimalItem_TreasureMap_ShoulderDragon_C	Dragon Hoard Key	object,blueprintable	1
PrimalItem_BossTribute_Dragon_Medium_C	Dragon Medium Tribute	object,blueprint,blueprintable,tribute	1
PrimalItemTrophy_Dragon_C	Dragon Trophy	object,reward	1
PrimalItemConsumable_DragonUnlock_C	Dragon Unlock	object,blueprintable	
PrimalItemAmmo_FireShotgunBullets_CCM_C	Dragon's Breath Shotgun Ammo	object	
PrimalItemConsumable_Egg_ShoulderDragon_C	Drakeling Egg	object,egg	100
PrimalItemStructure_DrawingSheet_C	Drawing Paper	object,blueprintable	100
PrimalItemConsumable_DreadmareF_C	Dreadmare F	object,blueprintable	
PrimalItemConsumable_DreadmareM_C	Dreadmare M	object,blueprintable	
PrimalItemConsumable_dreadnF_C	Dreadn F	object,blueprintable	
PrimalItemConsumable_DreadnM_C	Dreadn M	object,blueprintable	
PrimalItemConsumable_Egg_Dreadnoughtus_C	Dreadnoughtus Egg	object,egg	100
PrimalItemArmor_DreadSaddle_Platform_C	Dreadnoughtus Platform Saddle	object,blueprintable	1
PrimalItemSkin_DrifterBoots_C	Drifter Boots Skin	object,skin	1
PrimalItemSkin_DrifterGloves_C	Drifter Gloves Skin	object,skin	1
PrimalItemSkin_DrifterHat_C	Drifter Hat Skin	object,blueprintable,skin	1
PrimalItemSkin_DrifterPants_C	Drifter Pants Skin	object,skin	1
PrimalItemSkin_DrifterShirt_C	Drifter Shirt Skin	object,skin	1
PrimalItemCostume_AAA_DungBeetle_C	Dung Beetle 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_DungF_C	Dung F	object,blueprintable	
PrimalItemConsumable_Dunkleof_C	Dunkleof	object,blueprintable	
PrimalItemConsumable_Dunkleom_C	Dunkleom	object,blueprintable	
PrimalItemCostume_AAA_Dunkleosteus_C	Dunkleosteus 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemArmor_DunkleosteusSaddle_C	Dunkleosteus Saddle	object,blueprintable	1
PrimalItemDye_Misc_10_C	Dusk Coloring	object,dye	100
PrimalItemStructure_DyeStation_C	Dye Station	object,blueprintable	100
PrimalItemSkin_C4_Dynamite_C	Dynamite Skin	object,skin	1
PrimalItemResource_EasyElement_C	Easy Element	object	100
PrimalItemResource_EasyElementShard_C	Easy Element Shard	object	1000
PrimalItemConsumable_EATT_Alpha_Broodmother_Trophy_C	EATT Alpha Broodmother Trophy	object,resource	100
PrimalItemConsumable_EATT_Alpha_Dragon_Trophy_C	EATT Alpha Dragon Trophy	object,resource	100
PrimalItemConsumable_EATT_Alpha_King_Titan_Trophy_C	EATT Alpha King Titan Trophy	object,resource	100
PrimalItemConsumable_EATT_Alpha_Manticore_Trophy_C	EATT Alpha Manticore Trophy	object,resource	100
PrimalItemConsumable_EATT_Alpha_Megapithecus_Trophy_C	EATT Alpha Megapithecus Trophy	object,resource	100
PrimalItemConsumable_EATT_Beta_Broodmother_Trophy_C	EATT Beta Broodmother Trophy	object,resource	100
PrimalItemConsumable_EATT_Beta_Dragon_Trophy_C	EATT Beta Dragon Trophy	object,resource	100
PrimalItemConsumable_EATT_Beta_King_Titan_Trophy_C	EATT Beta King Titan Trophy	object,resource	100
PrimalItemConsumable_EATT_Beta_Manticore_Trophy_C	EATT Beta Manticore Trophy	object,resource	100
PrimalItemConsumable_EATT_Beta_Megapithecus_Trophy_C	EATT Beta Megapithecus Trophy	object,resource	100
PrimalItemConsumable_EATT_Desert_Titan_Trophy_C	EATT Desert Titan Trophy	object,resource	100
PrimalItemConsumable_EATT_Element_C	EATT Element	object,resource	50000
PrimalItemConsumable_EATT_Element_Shard_C	EATT Element Shard	object,resource	9000
PrimalItemConsumable_EATT_Element_Shard10_C	EATT Element Shard10	object,resource	900
PrimalItemConsumable_EATT_Element_Shard100_C	EATT Element Shard100	object,resource	90
PrimalItemConsumable_EATT_Element_Shard1000_C	EATT Element Shard1000	object,resource	9
PrimalItemConsumable_EATT_Element10_C	EATT Element10	object,resource	5000
PrimalItemConsumable_EATT_Element100_C	EATT Element100	object,resource	500
PrimalItemConsumable_EATT_Element1000_C	EATT Element1000	object,resource	50
PrimalItemConsumable_EATT_Element10000_C	EATT Element10000	object,resource	100
PrimalItemConsumable_EATT_Forest_Titan_Trophy_C	EATT Forest Titan Trophy	object,resource	100
PrimalItemConsumable_EATT_Gamma_Broodmother_Trophy_C	EATT Gamma Broodmother Trophy	object,resource	100
PrimalItemConsumable_EATT_Gamma_Dragon_Trophy_C	EATT Gamma Dragon Trophy	object,resource	100
PrimalItemConsumable_EATT_Gamma_King_Titan_Trophy_C	EATT Gamma King Titan Trophy	object,resource	100
PrimalItemConsumable_EATT_Gamma_Manticore_Trophy_C	EATT Gamma Manticore Trophy	object,resource	100
PrimalItemConsumable_EATT_Gamma_Megapithecus_Trophy_C	EATT Gamma Megapithecus Trophy	object,resource	100
PrimalItemConsumable_EATT_Ice_Titan_Trophy_C	EATT Ice Titan Trophy	object,resource	100
PrimalItemArmor_EdestusSaddle_C	Edestus Saddle	object,the_sunken_world	1
PrimalItemSkin_CharacterSkin_Rockwell_SkinPack_C	Edmund Rockwell 'ARK: The Animated Series' Costume Skin	object,blueprintable,skin	1
PrimalItemSkin_CharacterSkin_Rockwell_C	Edmund Rockwell 'ARK: The Animated Series' Costume Skin (Dear Jane)	object,blueprintable,skin	1
PrimalItemDye_Red_8_Edocha_C	Edocha Coloring	object,dye	100
PrimalItemConsumable_Egg_Draconis_C	Egg Draconis	object,blueprintable	
PrimalItemConsumable_Egg_Draconis_Fertilized_C	Egg Draconis Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_RunicEmeraldWyv_Fertilized_C	Egg Fertilized Runic Emerald	object	
PrimalItemConsumable_Egg_RunicFlameWyvern_Fertilized_C	Egg Fertilized Runic Flame	object	
PrimalItemConsumable_Egg_RunicGlacialWyvern_Fertilized_C	Egg Fertilized Runic Glacial	object	
PrimalItemConsumable_Egg_Runic_HaloBig_Fertilized_C	Egg Fertilized Runic Halo	object	
PrimalItemConsumable_Egg_RunicHaloWyv_Fertilized_C	Egg Fertilized Runic Halo Lantern	object	
PrimalItemConsumable_Egg_RunicQuartzWyv_Fertilized_C	Egg Fertilized Runic Quartz	object	
PrimalItemConsumable_Egg_RunicRubyWyv_Fertilized_C	Egg Fertilized Runic Ruby	object	
PrimalItemConsumable_Egg_RunicSapphireWyv_Fertilized_C	Egg Fertilized Runic Sapphire	object	
PrimalItemConsumable_Egg_RunicSparkWyvern_Fertilized_C	Egg Fertilized Runic Spark	object	
PrimalItemConsumable_Egg_RunicVenomWyvern_Fertilized_C	Egg Fertilized Runic Venom	object	
PrimalItemStructure_EggIncubator_C	Egg Incubator	object,blueprintable	5
PrimalItemStructure_EggIncubator_ASA_C	Egg Incubator	object,blueprintable	5
PrimalItemStructure_EggIncubator_ASA_C	Egg Incubator	object,blueprintable	5
PrimalItemConsumable_Egg_LAnkylo_C	Egg L Ankylo	object,blueprintable	
PrimalItemConsumable_Egg_LAnkylo_Fertilized_C	Egg L Ankylo Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LArcha_C	Egg L Archa	object,blueprintable	
PrimalItemConsumable_Egg_LArcha_Fertilized_C	Egg L Archa Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LDodo_C	Egg L Dodo	object,blueprintable	
PrimalItemConsumable_Egg_LDodo_Fertilized_C	Egg L Dodo Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LGalli_C	Egg L Galli	object,blueprintable	
PrimalItemConsumable_Egg_LGalli_Fertilized_C	Egg L Galli Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LIguanodon_C	Egg L Iguanodon	object,blueprintable	
PrimalItemConsumable_Egg_LIguanodon_Fertilized_Aberrant_C	Egg L Iguanodon Fertilized Aberrant	object,blueprintable	
PrimalItemConsumable_Egg_LLystro_C	Egg L Lystro	object,blueprintable	
PrimalItemConsumable_Egg_LLystro_Fertilized_C	Egg L Lystro Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LMorellatops_C	Egg L Morellatops	object,blueprintable	
PrimalItemConsumable_Egg_LMorellatops_Fertilized_C	Egg L Morellatops Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LMoschops_C	Egg L Moschops	object,blueprintable	
PrimalItemConsumable_Egg_LMoschops_Fertilized_C	Egg L Moschops Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LMoth_C	Egg L Moth	object,blueprintable	
PrimalItemConsumable_Egg_LMoth_Fertilized_C	Egg L Moth Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LPara_C	Egg L Para	object,blueprintable	
PrimalItemConsumable_Egg_LPara_Fertilized_C	Egg L Para Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LPtero_C	Egg L Ptero	object,blueprintable	
PrimalItemConsumable_Egg_LPtero_Fertilized_C	Egg L Ptero Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LTapejara_C	Egg L Tapejara	object,blueprintable	
PrimalItemConsumable_Egg_LTapejara_Fertilized_C	Egg L Tapejara Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LTrike_C	Egg L Trike	object,blueprintable	
PrimalItemConsumable_Egg_LTrike_Fertilized_C	Egg L Trike Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_LTurtle_C	Egg L Turtle	object,blueprintable	
PrimalItemConsumable_Egg_LTurtle_Fertilized_C	Egg L Turtle Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_Macroraptor_Fertilized_C	Egg Macroraptor Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_ShoulderDragon_Fertilized_AutumnV_C	Egg Shoulder Dragon Fertilized Autumn V	object,blueprintable	
PrimalItemConsumable_Egg_ShoulderDragon_Fertilized_Lostv_C	Egg Shoulder Dragon Fertilized Lostv	object,blueprintable	
PrimalItemConsumable_Egg_ShoulderDragon_Fertilized_SpringV_C	Egg Shoulder Dragon Fertilized Spring V	object,blueprintable	
PrimalItemConsumable_Egg_ShoulderDragon_Fertilized_SummerV_C	Egg Shoulder Dragon Fertilized Summer V	object,blueprintable	
PrimalItemConsumable_Egg_ShoulderDragon_Fertilized_WinterV_C	Egg Shoulder Dragon Fertilized Winter V	object,blueprintable	
PrimalItemConsumable_Egg_V-Allo_Fertilized_C	Egg V Allo Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Basilisk_Fertilized_C	Egg V Basilisk Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Boa_Fertilized_C	Egg V Boa Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Carcha_Fertilized_C	Egg V Carcha Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Cerato_Fertilized_ASA_C	Egg V Cerato Fertilized ASA	object,blueprintable	
PrimalItemConsumable_Egg_V-Deino_Fertilized_ASA_C	Egg V Deino Fertilized ASA	object,blueprintable	
PrimalItemConsumable_Egg_V-Deinonychus_Fertilized_C	Egg V Deinonychus Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Gigantoraptor_Fertilized_C	Egg V Gigantoraptor Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_VGriffin_Fertilized_C	Egg V Griffin Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Hesperonis_Fertilized_C	Egg V Hesperonis Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Hesperonis_Golden_C	Egg V Hesperonis Golden	object,blueprintable	
PrimalItemConsumable_Egg_V-Kentro_Fertilized_C	Egg V Kentro Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-LanternBird_Fertilized_C	Egg V Lantern Bird Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-LanternLizard_Fertilized_C	Egg V Lantern Lizard Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Monkey_Fertilized_C	Egg V Monkey Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Moschops_Fertilized_C	Egg V Moschops Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Moth_Fertilized_C	Egg V Moth Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Owl_Fertilized_C	Egg V Owl Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Pachy_Fertilized_C	Egg V Pachy Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-RockDrake_Fertilized_C	Egg V Rock Drake Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Spider_Fertilized_C	Egg V Spider Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Spindles_Fertilized_C	Egg V Spindles Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-SpineyLizard_Fertilized_C	Egg V Spiney Lizard Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Spino_Fertilized_C	Egg V Spino Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Therizino_Fertilized_C	Egg V Therizino Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Turkey_Fertilized_C	Egg V Turkey Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-ValMegaraptor_Fertilized_C	Egg V Val Megaraptor Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Vulture_Fertilized_C	Egg V Vulture Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-Yuty_Fertilized_C	Egg V Yuty Fertilized	object,blueprintable	
PrimalItemConsumable_Egg_V-ZomDodo_Fertilized_C	Egg V Zom Dodo Fertilized	object,blueprintable	
PrimalItemDye_Magenta_1_Eggplant_C	Eggplant Coloring	object,dye	100
PrimalItemConsumable_ElderWyvernMilk_C	Elder Wyvern Milk	object	
PrimalItem_WeaponProd_C	Electric Prod	object,blueprintable	1
PrimalItemStructure_PowerGenerator_C	Electrical Generator	object,blueprintable	100
PrimalItemDye_Cyan_5_Electricity_C	Electricity Coloring	object,dye	100
PrimalItemConsumable_Electrof_C	Electrof	object,blueprintable	
PrimalItemConsumable_Electrom_C	Electrom	object,blueprintable	
PrimalItemConsumable_Electronics_C	Electronics	object,blueprintable	
PrimalItemResource_Electronics_C	Electronics	object,harvestable,resource	100
PrimalItemCostume_AAA_Eel_C	Electrophorus 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemResource_Element_C	Element	object,harvestable,resource,tek	100
PrimalItemResource_TransferElement_CCM_C	Element (Transferable)	object	
PrimalItemResource_ElementDust_C	Element Dust	object,harvestable,resource,tek	1000
PrimalItemStructure_ElementExtractor_New_C	Element Extractor	object,blueprintable	1
PrimalItemStructure_ElementExtractor_New_C	Element Extractor	object,blueprintable	1
PrimalItemResource_ElementPowerNode_C	Element from Power Node	object,blueprint,no_fibercraft,resource	10
PrimalItemResource_ElementOre_C	Element Ore	object,harvestable,resource	100
PrimalItemResource_ElementShard_C	Element Shard	object,harvestable,resource,tek	1000
PrimalItemResource_Gasoline_Super_C	Element-Imbued Gasoline	object,resource	100
PrimalItemArmor_ElephantSaddle_C	Elephant Saddle	object,blueprintable	1
PrimalItemStructure_ElevatorTrackBase_C	Elevator Track	object,blueprintable	100
PrimalItemArmor_EmberArmor_C	Ember Wyvern Saddle	object,blueprintable	1
PrimalItemConsumable_Kibble_EmberVein_C	Embervein Draconic Essence	object	100
PrimalItem_EmbryoGun_ValhallaExtras_C	Embryo Extractor (ValhallaExtras)	object,blueprintable	1
PrimalItemStructure_EmbryoIncubator_C	Embryo Incubator	object,blueprintable	5
PrimalItemStructure_EmbryoIncubator_ValhallaExtras_C	Embryo Incubator (ValhallaExtras)	object,blueprintable	5
PrimalItemDye_Green_3_Emerald_C	Emerald Coloring	object,dye	100
PrimalItemDye_Violet_2_Eminence_C	Eminence Coloring	object,dye	100
PrimalItem_WeaponEmptyCryopod_Mod_C	Empty Cryo Chamber	object,resource	1
PrimalItem_WeaponEmptyCryopod_C	Empty Cryopod	object,blueprintable	1
ItemDinoball_C	Empty Dinoball	object,dino_depot,weapon	1
PrimalItemConsumable_EndroStewbox_C	Endro Stewbox	object,blueprintable	
PrimalItemConsumable_Soup_EnduroStew_C	Enduro Stew	object	100
PrimalItemConsumable_StaminaSoup_C	Energy Brew	object	100
PrimalItemConsumable_EnergyBrewBox_C	Energy Brew Box	object,blueprintable	
PrimalItemSkin_EngineerBoots_C	Engineer Boots	object	1
