object_id	content_pack_id	label	alternate_label	tags	native_editor_version	file	header	key	value_type	max_allowed	description	default_value	nitrado_path	nitrado_format	nitrado_deploy_style	ui_group	custom_sort	constraints	gsa_placeholder	uwp_changes
ec5d6c4f-051f-522e-9ebb-3c3386679030	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Structure Decay in PvE			20000000	GameUserSettings.ini	ServerSettings	DisableStructureDecayPvE	Boolean	1	Disable the gradual (7 days) decay of player structures	False								
17c4efe4-944d-5db5-906b-aefa82a6db8b	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Weapon Restrictions While Riding				GameUserSettings.ini	ServerSettings	IgnorePVPMountedWeaponryRestrictions	Boolean	1	Disables the inability to equip weapons while riding creatures under certain conditions, such as Ryhnio without being attached to a wall.	False								
d9e90a14-98b0-5665-8e33-a9a5ff3725d6	b32a3d73-9406-56f2-bd8f-936ee0275249	Disconnect Delay				CommandLineOption	?	PreventOfflinePvPInterval	Numeric	1	Number of seconds to wait after all tribe members leave the server to enable raid protection.	900				Raid Protection	RaidProtection1	{"other":{"key":"4508de86-a1ea-5454-b8cb-e9fafcf5af5e","value":true}}		
beb629de-8f2c-5504-b848-b005697bbcb1	b32a3d73-9406-56f2-bd8f-936ee0275249	EggHatchSpeedMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	EggHatchSpeedMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
defc86a3-063a-5f26-a94d-fcbc8ae68d1c	b32a3d73-9406-56f2-bd8f-936ee0275249	Enable Creative Mode				Game.ini	/script/shootergame.shootergamemode	bShowCreativeMode	Boolean	1	Shows a creative mode toggle button to admins.	False								{"file":"Game.ini","header":"ShooterGameMode_Options"}
eb33199e-cdb8-5c65-8f46-485bf447378b	b32a3d73-9406-56f2-bd8f-936ee0275249	Enable New Year's				CommandLineFlag	-	NewYearEvent	Boolean	1	Allow New Year's event to run at the specified times.	False				New Year's	NewYearsA			
61dc3e71-2846-5e42-8a2d-14393a2ce80c	b32a3d73-9406-56f2-bd8f-936ee0275249	Enable Structure Stasis Grid				CommandLineFlag	-	UseStructureStasisGrid	Boolean	1	Enables the structure stasis grid to improve server performance on large bases.	False				Map Stasis				
21c88102-15c7-59f9-a7f4-ed0b6b3eba6f	b32a3d73-9406-56f2-bd8f-936ee0275249	Enable Tame Soft Limit				GameUserSettings.ini	ServerSettings	DestroyTamesOverTheSoftTameLimit	Boolean	1	Enforce a soft tame limit. Tames over this limit will have a grace period before being destroyed.	False				Tame Limits	TameLimits1			
dac3a187-7258-5486-8a2e-83c5c14709e8	b32a3d73-9406-56f2-bd8f-936ee0275249	Enforce Item Stat Limits			20000000	CommandLineOption	?	ClampItemStats	Boolean	1	Normally item stats are theoretically unlimited. By adding this option, specific item stats may never reach over a defined threshold.	False								
3a767168-cc42-5874-91d5-996fe477919a	b32a3d73-9406-56f2-bd8f-936ee0275249	EngramEntryAutoUnlocks			20000000	Game.ini	/script/shootergame.shootergamemode	EngramEntryAutoUnlocks	Structure											
7f82ec48-d67a-55e0-95e9-8cf7d93ae95c	b32a3d73-9406-56f2-bd8f-936ee0275249	ExcludeItemIndices				Game.ini	/script/shootergame.shootergamemode	ExcludeItemIndices	Numeric											
82565ae5-2cc9-50ed-b373-fb0f49a93d9a	b32a3d73-9406-56f2-bd8f-936ee0275249	Explorer Note XP Multiplier				Game.ini	/script/shootergame.shootergamemode	ExplorerNoteXPMultiplier	Numeric	1	Values greater than 1.0 increase the experience gained from finding explorer notes.	1.0				XP Multipliers				
5f96c324-1bc2-5612-be27-dc7dddbf6fb0	b32a3d73-9406-56f2-bd8f-936ee0275249	Extinction Interval				CommandLineOption	?	ExtinctionEventTimeInterval	Numeric	1	Number of seconds until the meteor hits and wipes the map. Set to 0 to disable extinction mode.	False						[]		
97f5def6-c79b-5d0b-a761-326148377211	b32a3d73-9406-56f2-bd8f-936ee0275249	FastDecayInterval			20000000	Game.ini	/script/shootergame.shootergamemode	FastDecayInterval	Numeric	1		43200								
aded079b-6620-5e7e-b459-56cf8d672c3b	b32a3d73-9406-56f2-bd8f-936ee0275249	Fast Decay Unsnapped Core Structures			20000000	CommandLineOption	?	FastDecayUnsnappedCoreStructures	Boolean	1	Will decay unsnapped foundations and pillars at five times the normal speed.	False								
07051f2d-72f7-5d00-b877-23fe981f39a1	b32a3d73-9406-56f2-bd8f-936ee0275249	Filter Chat				GameUserSettings.ini	ServerSettings	bFilterChat	Boolean	1	Filter out chat based on the chosen word lists.	True				Bad Language Filtering		[]		
6630d1b3-8f64-580c-b4ce-4f68d12f9708	b32a3d73-9406-56f2-bd8f-936ee0275249	Filter Player Names				GameUserSettings.ini	ServerSettings	bFilterCharacterNames	Boolean	1	Filter out player names based on the chosen word lists.	True				Bad Language Filtering		[]		
f4e5fd6c-3bb3-586e-9dfe-f05c246f7941	b32a3d73-9406-56f2-bd8f-936ee0275249	Filter Tribe Names				GameUserSettings.ini	ServerSettings	bFilterTribeNames	Boolean	1	Filter out tribe names based on the chosen word lists.	True				Bad Language Filtering		[]		
f3a0af63-066d-5255-b33d-6a2cb26469f6	b32a3d73-9406-56f2-bd8f-936ee0275249	Fishing Loot Quality Multiplier				Game.ini	/script/shootergame.shootergamemode	FishingLootQualityMultiplier	Numeric	1	Values greater than 1.0 improve the quality of loot obtained from fishing.	1.0				Loot Quality				{"file":"Game.ini","header":"ShooterGameMode_Options"}
216f546b-99c8-59ef-ba16-6025a5490320	b32a3d73-9406-56f2-bd8f-936ee0275249	Fjordhawk Retrieval Cooldown				Game.ini	/script/shootergame.shootergamemode	MinimumTimeBetweenInventoryRetrieval	Numeric	1	Number of seconds Fjordhawk must wait before retrieving another loot bag.	3600								
49a7a1db-00a7-5ba7-b872-596769e0d49c	b32a3d73-9406-56f2-bd8f-936ee0275249	Flyers Can Carry Players in PvE				CommandLineOption	?	AllowFlyerCarryPvE	Boolean	1	Flying creatures can pick up and carry players when the server is in PvE mode.	False				Flyers				
84fc9478-e481-5238-a4e0-2fa22389398b	b32a3d73-9406-56f2-bd8f-936ee0275249	Flyers Cannot Fly with Attached C4				CommandLineOption	?	ForceFlyerExplosives	Boolean	1	Most flyers - except Quetzals and Wyverns - will be grounded if C4 is attached to them.	False				Flyers				
9c701961-c071-5ba2-890c-483ecaed1062	b32a3d73-9406-56f2-bd8f-936ee0275249	Flyer Speed Leveling				Game.ini	/script/shootergame.shootergamemode	bAllowFlyerSpeedLeveling	Boolean	1	Allows flying creatures to have points added to their speed stat.	False				Flyers				{"file":"Game.ini","header":"ShooterGameMode_Options"}
34e9359d-1407-56e9-8405-3f9810a7635f	b32a3d73-9406-56f2-bd8f-936ee0275249	Flyers Rideable				GameUserSettings.ini	ServerSettings	bForceCanRideFliers	Boolean	1	Turn on to allow flyers on all maps, turn off to block flyers on all maps. Leave default to let the map decide.	False				Flyers				
f9c56fda-98d2-5fa7-97a8-ccaaa249727c	b32a3d73-9406-56f2-bd8f-936ee0275249	Flyers Rideable in Caves				CommandLineFlag	-	ForceAllowCaveFlyers	Boolean	1	Allow flyers to enter caves without dismounting the player.	False				Flyers				
5e97f455-e953-5eed-bf2d-8605f736c347	b32a3d73-9406-56f2-bd8f-936ee0275249	Food Gain Multiplier				GameUserSettings.ini	ServerSettings	CryoHospitalHoursToRegenFood	Numeric		Number of real world hours required to fully feed a dino.	24.0				Cryo Hospital				
b8abab56-f255-514f-894d-66be512b5cea	b32a3d73-9406-56f2-bd8f-936ee0275249	Force All Structure Locking				CommandLineOption	?	ForceAllStructureLocking	Boolean	1	All structures will be locked by default.	False								
950e7c55-1a03-5dc7-a00e-75600d470aa5	b32a3d73-9406-56f2-bd8f-936ee0275249	Force Respawn Creatures				CommandLineFlag	-	ForceRespawnDinos	Boolean	1	Performs a wild dino wipe at server startup.	false	config.ForceRespawnDinos	Value	Both	Creature Wipe		{"nitrado.boolean.map":{"export":{"true":"always","false":"disabled"},"import":{"once":false,"always":true,"disabled":false}}}		
14a554ba-675d-55c6-b2cc-320918fad887	b32a3d73-9406-56f2-bd8f-936ee0275249	Fuel Consumption Interval Multiplier				Game.ini	/script/shootergame.shootergamemode	FuelConsumptionIntervalMultiplier	Numeric	1	Values greater than 1.0 will consume less fuel. Be aware, less fuel means less charcoal from burning wood.	1.0				Fuel Consumption				{"file":"Game.ini","header":"ShooterGameMode_Options"}
9d6b49eb-1415-598a-a1a9-7fb76e36b990	b32a3d73-9406-56f2-bd8f-936ee0275249	Gachas Unhappy In Caves				GameUserSettings.ini	ServerSettings	ForceGachaUnhappyInCaves	Boolean	1	When turned on, Gachas will be unhappy while in caves, and so will not produce.	False								
07fc28ff-43b6-525d-bf1f-3c07b1ddd5ec	b32a3d73-9406-56f2-bd8f-936ee0275249	GlobalCorpseDecompositionTimeMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	GlobalCorpseDecompositionTimeMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
3339ffb3-99ae-5987-b29a-8720ca28a74b	b32a3d73-9406-56f2-bd8f-936ee0275249	Global Harvest Health Multiplier			20000000	GameUserSettings.ini	ServerSettings	HarvestHealthMultiplier	Numeric	1	Specifies the scaling factor for the "health" of items that can be harvested (trees, rocks, carcasses, etc.). Higher values increase the amount of damage (i.e. "number of strikes") such objects can withstand before being destroyed, which results in higher overall harvest yields.	1.0								
cedc6a4a-3edd-5077-9e70-7bd17a7bade5	b32a3d73-9406-56f2-bd8f-936ee0275249	Global Harvest Rate Multiplier			20000000	GameUserSettings.ini	ServerSettings	HarvestAmountMultiplier	Numeric	1	Specifies the scaling factor for yields from all harvesting activities (chopping down trees, picking berries, carving carcasses, mining rocks, etc.). Higher values increase the amount of materials harvested with each strike.	1.0								
43d8914f-102b-519a-aae7-dfb002d8cd82	b32a3d73-9406-56f2-bd8f-936ee0275249	GlobalItemDecompositionTimeMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	GlobalItemDecompositionTimeMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
7f5de7dd-0b9b-5605-9513-3b4db5325caa	b32a3d73-9406-56f2-bd8f-936ee0275249	GlobalSpoilingTimeMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	GlobalSpoilingTimeMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
d3e79649-aac5-5264-a5b2-dd97aa96680f	b32a3d73-9406-56f2-bd8f-936ee0275249	Global Stack Size Multiplier			20000000	GameUserSettings.ini	ServerSettings	ItemStackSizeMultiplier	Numeric	1	allow increasing or decreasing global item stack size, this means all default stacksizes will be multiplied by the value given	1.0								
748fa4b7-47ce-5849-84a7-615ea102936e	b32a3d73-9406-56f2-bd8f-936ee0275249	Global Voice Chat				GameUserSettings.ini	ServerSettings	globalVoiceChat	Boolean	1	Voice chat is broadcast to the entire server.	False				Player Communication				
5ab95d1c-ec76-59e4-91f5-254fa277db5f	b32a3d73-9406-56f2-bd8f-936ee0275249	Good Word List URL				GameUserSettings.ini	ServerSettings	BadWordWhiteListURL	Text	1	URL to a text file containing allowed words, one word per line.					Bad Language Filtering		[]		
af06c209-e3a4-5197-84aa-55d2f69c8d8f	b32a3d73-9406-56f2-bd8f-936ee0275249	Hardcore Mode				GameUserSettings.ini	ServerSettings	serverHardcore	Boolean	1	Enables hardcore mode (player characters revert to level 1 upon death)	False								
a95caaca-ab92-588e-8cdf-8385f253fb7f	b32a3d73-9406-56f2-bd8f-936ee0275249	Harvest XP Multiplier				Game.ini	/script/shootergame.shootergamemode	HarvestXPMultiplier	Numeric	1	Values greater than 1.0 increase the amount of experience gained from harvesting with tools or by hand.	1.0				XP Multipliers	XPMultipliers1			{"file":"Game.ini","header":"ShooterGameMode_Options"}
cbad2215-904c-5a6c-bf50-cfab137245ab	b32a3d73-9406-56f2-bd8f-936ee0275249	Health Gain Multiplier				GameUserSettings.ini	ServerSettings	CryoHospitalHoursToRegenHP	Numeric		Number of real world hours required to fully heal a dino.	1.0				Cryo Hospital				
f0719e4a-b7ad-5374-b54b-464ed522e239	b32a3d73-9406-56f2-bd8f-936ee0275249	Hexagon Cost Multiplier				Game.ini	/script/shootergame.shootergamemode	HexagonCostMultiplier	Numeric	1	Values greater than 1.0 will increase the cost of items on the Hex Store.	1.0				Hex Store	HexStore2	{"other":{"key":"4e13cd7f-d475-57eb-a042-0b19f562bc37","value":false}}		
a83fa835-17f8-5ac0-b021-6423eaa1add3	b32a3d73-9406-56f2-bd8f-936ee0275249	Hexagon Reward Multiplier				Game.ini	/script/shootergame.shootergamemode	BaseHexagonRewardMultiplier	Numeric	1	Values greater than 1.0 will increase the amount of hexagons rewarded to players.	1.0				Hex Store	HexStore3	{"other":{"key":"4e13cd7f-d475-57eb-a042-0b19f562bc37","value":false}}		
89b0fc0f-9570-5f5b-9c69-d490260aafcb	b32a3d73-9406-56f2-bd8f-936ee0275249	Hide Damage Source From Tribe Logs				GameUserSettings.ini	ServerSettings	AllowHideDamageSourceFromLogs	Boolean	1	Sources of damage will not be included in the tribe logs.	False				Tribes				
a008283c-a96e-54cc-a4ec-bbe463695353	b32a3d73-9406-56f2-bd8f-936ee0275249	Highlight Point of Death				Game.ini	/script/shootergame.shootergamemode	bUseCorpseLocator	Boolean	1	When a player dies, map marker will be placed at the point of their death. Players can see only their own markers.	False								{"file":"Game.ini","header":"ShooterGameMode_Options"}
0bbdc7de-0433-5f56-b251-3ce6f3e6305c	b32a3d73-9406-56f2-bd8f-936ee0275249	Hit Markers				CommandLineOption	?	AllowHitMarkers	Boolean	1	Allows players to enable hit markers.	False								
8cfa0484-4cbe-5e14-a172-db6eebd4f58c	b32a3d73-9406-56f2-bd8f-936ee0275249	Idle Player Timeout				Game.ini	/script/shootergame.shootergamemode	KickIdlePlayersPeriod	Numeric	1	Number of seconds that must pass without input from a player before they are considered idle.	3600				Idle Players	KickPlayers1	{"other":{"key":"1e6dab9a-540b-5a4f-a491-b031bb4bc515","value":true}}		
969a3eaf-b11c-5b8c-9fc2-1e8c0edb126e	b32a3d73-9406-56f2-bd8f-936ee0275249	Ignore "No Building" Zones				Game.ini	/script/shootergame.shootergamemode	bIgnoreStructuresPreventionVolumes	Boolean	1	Allows building in many locations that are normally restricted. Those locations are map-specific.	True				Build Restrictions	IgnoreStructuresPreventionVolumes00			
4ce7e1a3-3328-51a0-8d6a-62d1d05328ff	b32a3d73-9406-56f2-bd8f-936ee0275249	Imprint Amount Multiplier			20000000	Game.ini	/script/shootergame.shootergamemode	BabyImprintAmountMultiplier	Numeric	1	Adjusts the amount of imprinting each cuddle event provides. For example, if a cuddle would normally provide 10% imprinting, a value of 2.0 would increase that to 20% and a value of 0.5 would decrease that to 5%.	1.0								
cb02c130-035c-51df-915c-623d761be059	b32a3d73-9406-56f2-bd8f-936ee0275249	Invincible Period				Game.ini	/script/shootergame.shootergamemode	PreventOfflinePvPConnectionInvincibleInterval	Numeric	1	Number of seconds players are invincible after connecting.	5.0				Raid Protection	RaidProtection1	{"other":{"key":"4508de86-a1ea-5454-b8cb-e9fafcf5af5e","value":true}}		
002ee496-839a-5abd-97ee-f4388e3cced6	b32a3d73-9406-56f2-bd8f-936ee0275249	Item Duplication Checking				CommandLineFlag	-	UseItemDupeCheck	Boolean	1	Enables additional duplication protection. May not work with all mods.	False	general.UseItemDupeCheck	Value	Both					
de69accc-57fa-5599-953b-536e31ff41be	b32a3d73-9406-56f2-bd8f-936ee0275249	Item-Specific Harvest Rate Multiplier			20000000	Game.ini	/script/shootergame.shootergamemode	HarvestResourceItemAmountClassMultipliers	Structure		Used to set harvest rate multipliers for specific items. The global harvest rate multiplier still applies.	()								
fc7b53bf-0c67-5655-9fde-765213e0aa4a	b32a3d73-9406-56f2-bd8f-936ee0275249	Item Stack Size			20000000	Game.ini	/script/shootergame.shootergamemode	ConfigOverrideItemMaxQuantity	Structure		Allows changing the stack size of individual resources. One config per item.									
028a6325-bfae-58cd-858c-e2cd5bdb42f5	b32a3d73-9406-56f2-bd8f-936ee0275249	ItemStatClamps			20000000	Game.ini	/script/shootergame.shootergamemode	ItemStatClamps	Numeric	1										
1e6dab9a-540b-5a4f-a491-b031bb4bc515	b32a3d73-9406-56f2-bd8f-936ee0275249	Kick Idle Players				CommandLineOption	?	EnableIdlePlayerKick	Boolean	1	Causes players to be kicked after the idle period elapses.	False				Idle Players	KickPlayers0			
f9579fb8-b5e7-563f-8672-72a365214cce	b32a3d73-9406-56f2-bd8f-936ee0275249	Kill XP Multiplier				Game.ini	/script/shootergame.shootergamemode	KillXPMultiplier	Numeric	1	Values greater than 1.0 increase the amount of experience gained for kills.	1.0				XP Multipliers	XPMultipliers1			{"file":"Game.ini","header":"ShooterGameMode_Options"}
c613d7b2-dfcd-5716-b958-da7978220968	b32a3d73-9406-56f2-bd8f-936ee0275249	King Titan Spawn Time				GameUserSettings.ini	ServerSettings	WorldBossKingKaijuSpawnTime	Text	1	The real-world time of day the King Titan should spawn. This will be in the server's time zone, which is usually UTC. Format as HH:MM:SS.	19:00:00						{"pattern":"^([01][0-9]|2[0-3]):([0-5][0-9]):([0-5][0-9])$"}		
fa5a12fe-7f75-565d-bc30-ba9218c96cb2	b32a3d73-9406-56f2-bd8f-936ee0275249	LayEggIntervalMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	LayEggIntervalMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
95301823-74b1-5cd5-98c8-60b00c4c1231	b32a3d73-9406-56f2-bd8f-936ee0275249	LevelExperienceRampOverrides			20000000	Game.ini	/script/shootergame.shootergamemode	LevelExperienceRampOverrides	Array	2										
59365eef-dbc0-5ae2-b2aa-a9ee71871a77	b32a3d73-9406-56f2-bd8f-936ee0275249	Limit Number of Turrets in Range				Game.ini	/script/shootergame.shootergamemode	bLimitTurretsInRange	Boolean	1	Limit the number of turrets allowed in a defined range.	True				Turrets	TurretRange0			
4dd1a17f-6929-5157-9e7a-2307e8f0381c	b32a3d73-9406-56f2-bd8f-936ee0275249	Limit Only Platformed Tames				Game.ini	/script/shootergame.shootergamemode	bUseTameLimitForStructuresOnly	Boolean	1	Tame limits will apply only to rafts and creatures with platform saddles. Regular creatures do not count to the tame limit.	False				Tame Limits	TameLimits5			
5220e1fd-99f6-514f-b782-97f69f3335e2	b32a3d73-9406-56f2-bd8f-936ee0275249	Limit Tribe Bunkers				GameUserSettings.ini	ServerSettings	LimitBunkersPerTribe	Boolean		Limits the number of bunkers that may belong to a tribe.	True				Tek Bunker				
f00f83c8-ab1f-5fce-8416-d2ca38f8c6c7	b32a3d73-9406-56f2-bd8f-936ee0275249	Log Admin Commands to Chat				CommandLineOption	?	AdminLogging	Boolean	1	Logs all admin commands to in-game chat.	False				Logging				
b1b3f760-e237-5a5c-b968-f6ae958ef375	b32a3d73-9406-56f2-bd8f-936ee0275249	Log Admin Commands to Files				CommandLineFlag	-	servergamelog	Boolean	1	Logs all admin commands to the server log files.	False	config.servergamelog	Value	Both	Logging				
18a5249d-fefa-510d-a8c3-90294df7ba24	b32a3d73-9406-56f2-bd8f-936ee0275249	Low Memory Mode				CommandLineFlag	-	lowmemory	Boolean	1	Reduces graphics and audio effects to save about 800MB of RAM.	False						[]		
14428862-132e-5964-8a8d-370f4c08013b	b32a3d73-9406-56f2-bd8f-936ee0275249	MatingIntervalMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	MatingIntervalMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
fc21215c-6ad1-53c8-8733-e618b6813560	b32a3d73-9406-56f2-bd8f-936ee0275249	Mating Interval Reduction				GameUserSettings.ini	ServerSettings	CryoHospitalMatingCooldownReduction	Numeric		Number of real world hours to subtract from mating cooldown.	2.0				Cryo Hospital				
1aa6ed99-122a-5bf5-a65b-53690ae367a6	b32a3d73-9406-56f2-bd8f-936ee0275249	MatingSpeedMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	MatingSpeedMultiplier	Numeric	1		1.0								
283ece01-5d48-5128-a100-46d185a14585	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Alliances Per Tribe				Game.ini	/script/shootergame.shootergamemode	MaxAlliancesPerTribe	Numeric	1	The maximum number of alliances the tribe can join.					Tribes	TribeAlliances1	{"other":{"key":"ecb243c3-e72e-59d3-975c-471e304e325b","value":false}}		
d26ee971-4d2d-5b1e-85be-6a61a6f0b7b1	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Gates on Platform Saddles				GameUserSettings.ini	ServerSettings	MaxGateFrameOnSaddles	Numeric	1	The maximum number of gate frames that can be placed on a platform saddle.	0								
e2f444d6-099f-566a-b8c6-135035771425	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Hexagons				GameUserSettings.ini	ServerSettings	MaxHexagonsPerCharacter	Numeric	1	The maximum number of Hexagons a player can have in their wallet at any time.	2000000000				Hex Store				
bec4de75-d04b-5a7a-8790-8b3c6ac5d52a	b32a3d73-9406-56f2-bd8f-936ee0275249	Maximum Active Outposts				GameUserSettings.ini	ServerSettings	MaxActiveOutposts	Numeric		Maximum number of NPC outpots on the map.					Outposts				
b2dbe185-c6ee-5c02-b777-67d3c4b91415	b32a3d73-9406-56f2-bd8f-936ee0275249	Maximum Bunkers Per Tribe				GameUserSettings.ini	ServerSettings	LimitBunkersPerTribeNum	Numeric		The maximum number of bunkers that can belong to a tribe.	3				Tek Bunker		{"other":{"key":"5220e1fd-99f6-514f-b782-97f69f3335e2","value":true}}		
4f76e091-7b49-5f01-bb6d-e7a5d074e954	b32a3d73-9406-56f2-bd8f-936ee0275249	Maximum Generators In Range				Game.ini	/script/shootergame.shootergamemode	LimitGeneratorsNum	Numeric	1	The maximum number of generators within a range defined by the "Range of Generators Limit" setting.	3				Generators				
0dce99e0-3ea6-5e77-a5a2-413d4ad31f92	b32a3d73-9406-56f2-bd8f-936ee0275249	Maximum Outposts In The City				GameUserSettings.ini	ServerSettings	MaxActiveCityOutposts	Numeric		Maximum number of NPC outposts inside the city.					Outposts				
bc81d33b-7ef3-54b8-9045-20314c5f0394	b32a3d73-9406-56f2-bd8f-936ee0275249	Maximum Resource Caches				GameUserSettings.ini	ServerSettings	MaxActiveResourceCaches	Numeric		Maximum number of NPC resource caches on the map.					Outposts				
bb0a6f96-23e0-5742-b914-161ae7e0c4e3	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Number of Dropped Items				Game.ini	/script/shootergame.shootergamemode	LimitNonPlayerDroppedItemsCount	Numeric	1	The maximum number of dropped items allowed within a defined range.	600				Dropped Items				
4558ccb4-01b6-53f0-b642-99e81f159ea5	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Number of Players in Tribe				Game.ini	/script/shootergame.shootergamemode	MaxNumberOfPlayersInTribe	Numeric	1	The maximum number of players allowed in each tribe.	0				Tribes				{"file":"Game.ini","header":"ShooterGameMode_Options"}
3970c3c7-1a3c-5e2c-b89e-7c5fe779ba7c	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Platform Saddle Structure Limit				GameUserSettings.ini	ServerSettings	MaxPlatformSaddleStructureLimit	Numeric	1	Changes the maximum number of platformed-creatures/rafts allowed on the ARK (a potential performance cost)					Platforms				
994f7948-eb47-5d89-800b-7ef3a52de6f9	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Players				CommandLineOption	-	WinLiveMaxPlayers	Numeric	1	Specifies the maximum number of players that can play on the server simultaneously. Hosts almost always override this setting.	70								
95fc3855-4f08-5141-9ea7-3ace949b56cf	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Players Per Tribe				GameUserSettings.ini	TSOTF	MaxPlayersPerTribe	Numeric	1	Maximum number of players in a tribe.	4				Survival of the Fittest				
545b44f1-a226-5983-a83d-de5ec2515275	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Safe Fall Distance Multiplier				Game.ini	/script/shootergame.shootergamemode	MaxFallSpeedMultiplier	Numeric	1	Values greater than 1.0 increase the amount of time a player can fall before taking fall damage.	1.0								
52bb5ff2-c851-5c4a-81b1-61a733d09c03	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Structures in Range				CommandLineOption	?	TheMaxStructuresInRange	Numeric	1	Specifies the maximum number of structures that can be constructed within a hard-coded radius.	10500				Build Restrictions				
a4d1ab07-9d75-5160-8a58-d398f81e1acd	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Tames (Hard Limit)				CommandLineOption	?	MaxTamedDinos	Numeric	1	Sets the maximum number of tamed creatures on a server.	4000				Tame Limits	TameLimits0			
772ced17-23bc-5698-9325-972cb4e48222	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Tames (Soft Limit)				GameUserSettings.ini	ServerSettings	MaxTamedDinos_SoftTameLimit	Numeric	1	The maximum number of tames allowed on the server before triggering the destroy countdown.	5000				Tame Limits	TameLimits2	{"other":{"key":"21c88102-15c7-59f9-a7f4-ed0b6b3eba6f","value":true}}		
fe9a1ccd-cf10-5d57-9bd6-48b0a31a9465	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Tribe Logs				Game.ini	/script/shootergame.shootergamemode	MaxTribeLogs	Numeric	1	Maximum number of tribe log lines to keep.	100				Tribes				
c400356e-50fc-50e7-a6c6-36635fbe640a	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Tribes Per Alliance				Game.ini	/script/shootergame.shootergamemode	MaxTribesPerAlliance	Numeric	1	The maximum number of tribes that can belong to an alliance. All alliances, by definition, have at least 2 tribes.					Tribes	TribeAlliances1	{"other":{"key":"ecb243c3-e72e-59d3-975c-471e304e325b","value":false}}		
e50cb7fa-9f37-50c1-951b-3264103f9693	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Tribe Tames				CommandLineOption	?	MaxPersonalTamedDinos	Numeric	1	Activates a per-tribe tamed creature limit. Official servers use 250.	250				Tame Limits	TameLimits4			
12dcff62-9697-575e-beac-4aa3cba7a0b5	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Turrets in Range				Game.ini	/script/shootergame.shootergamemode	LimitTurretsNum	Numeric	1	The number of turrets allowed within the limit range.	100				Turrets	TurretRange1	{"other":{"key":"59365eef-dbc0-5ae2-b2aa-a9ee71871a77","value":true}}		
bb367a1d-349e-51f6-b7e9-8533ebd424c4	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Uploaded Creatures				GameUserSettings.ini	ServerSettings	MaxTributeDinos	Numeric	1	The maximum number of creatures that can be uploaded to an obelisk.	20				Clustering				
95decd8c-394a-5e64-8b25-de878d1ee404	b32a3d73-9406-56f2-bd8f-936ee0275249	Max Uploaded Items				GameUserSettings.ini	ServerSettings	MaxTributeItems	Numeric	1	The maximum number of items that can be uploaded to an obelisk.	50				Clustering				
ec54e159-9705-55af-b2ce-96e74722853c	b32a3d73-9406-56f2-bd8f-936ee0275249	Message of the Day			20000000	GameUserSettings.ini	MessageOfTheDay	Message	Text	1	The message shown to players as they join the server.	Don't let the dinosaurs eat you.								
be4ed070-b786-5ed1-9b42-362c52cb3fd6	b32a3d73-9406-56f2-bd8f-936ee0275249	Message of the Day Duration			20000000	GameUserSettings.ini	MessageOfTheDay	Duration	Numeric	1	How long the message of the day should be shown to players as they join the server.	20								
15e738b1-a68d-5bfe-8e7d-d041a91452af	b32a3d73-9406-56f2-bd8f-936ee0275249	Minimum Creature Reupload Interval				CommandLineOption	?	MinimumDinoReuploadInterval	Numeric	1	Number of seconds that must pass between downloading a creature and uploading it again.	0	start-param.MinimumDinoReuploadInterval	Value	Both	Clustering				
